Product name,Manufacture date,Quantity,Discount
Canned Pineapple,2022-05-06,118,13
Canned Beans,2022-01-21,87,15
Nestea,2023-11-01,264,5
Canned Beans,2023-05-04,27,7
Rum,2023-11-08,197,6
Nestea,2022-01-23,173,20
Canned Olives,2023-11-10,299,9
Nestea,2022-07-15,209,19
Canned Tomatoes,2023-10-08,2,0
Can of Tuna,2023-08-10,261,9
Nestea,2022-03-18,119,13
Rice,2023-03-28,123,10
Nestea,2022-06-21,104,14
Canned Pineapple,2023-03-16,220,11
Nestea,2023-09-05,289,5
Rice,2022-07-12,145,14
Can of Tuna,2022-05-18,120,15
Can of Tuna,2022-10-18,98,14
Can of Tuna,2022-07-10,254,20
Canned Olives,2023-06-23,292,11
Spaghetti,2022-07-02,227,20
Pepsi,2022-05-28,296,20
Canned Olives,2023-03-17,142,9
Canned Mushrooms,2022-08-05,94,16
Sprite,2023-09-08,280,10
Coca-Cola,2023-07-15,123,12
Canned Pineapple,2022-01-07,60,13
Pasta,2022-01-23,118,15
Spaghetti,2022-12-31,279,19
Pasta,2022-06-21,56,16
Whiskey,2022-03-05,95,17
Coca-Cola,2022-02-23,253,18
Canned Beans,2022-01-17,176,19
Pasta,2022-08-07,170,19
Canned Pineapple,2023-06-23,226,10
Can of Tuna,2023-05-09,67,11
Rum,2022-02-14,207,20
Pepsi,2023-01-25,105,13
Can of Tuna,2023-07-30,18,6
Canned Pineapple,2023-11-12,213,5
Nestea,2023-11-17,121,0
Whiskey,2022-05-24,118,16
Vodka,2022-08-15,32,12
Canned Soup,2023-08-15,226,5
Nestea,2022-07-23,150,12
Fanta,2022-06-27,254,20
Whiskey,2023-04-04,62,13
Whiskey,2022-03-09,294,18
Canned Olives,2023-10-19,295,10
Spaghetti,2022-10-20,234,20
Pasta,2023-02-09,17,8
Canned Peas,2022-09-18,35,12
Canned Mushrooms,2022-11-02,163,20
Canned Pineapple,2023-08-20,43,0
Canned Beans,2022-06-05,136,14
Vodka,2022-03-13,247,19
Coca-Cola,2022-02-07,155,19
Pasta,2022-07-07,297,18
Sprite,2023-01-08,44,13
Canned Pineapple,2023-04-26,30,7
Vodka,2023-08-31,10,0
Vodka,2022-04-27,128,17
Canned Mushrooms,2023-02-07,266,13
Canned Peas,2022-01-18,225,19
Canned Olives,2022-02-24,112,14
Vodka,2023-09-02,69,0
Pepsi,2022-01-21,14,13
Canned Beans,2023-01-01,106,12
Vodka,2022-03-02,263,19
Spaghetti,2022-07-06,55,16
Canned Olives,2023-08-27,229,8
Spaghetti,2023-05-13,173,10
Canned Beans,2023-01-12,299,20
Canned Mushrooms,2023-08-25,124,0
Pasta,2022-06-21,258,20
Can of Tuna,2023-11-25,206,6
Rice,2022-07-03,56,12
Rum,2023-04-19,132,13
Nestea,2022-02-15,280,18
Canned Corn,2023-07-18,281,15
Pepsi,2022-03-07,105,16
Spaghetti,2022-03-22,133,14
Rice,2022-11-03,160,19
Sprite,2023-02-13,278,10
Whiskey,2022-06-13,61,12
Spaghetti,2022-03-04,55,12
Vodka,2022-08-20,224,18
Canned Corn,2022-06-27,290,20
Canned Pineapple,2022-11-11,222,20
Can of Tuna,2023-11-07,274,7
Fanta,2023-09-28,6,0
Canned Corn,2023-08-03,130,0
Canned Corn,2023-11-15,161,7
Rice,2023-08-27,53,0
Canned Tomatoes,2022-05-04,228,18
Rice,2023-02-12,50,7
Coca-Cola,2022-03-29,205,18
Rice,2023-12-15,172,8
Rice,2023-08-13,108,0
Vodka,2023-06-07,266,16
Fanta,2022-08-14,45,17
Rice,2023-08-05,77,0
Rum,2023-06-08,95,8
Whiskey,2022-05-08,56,17
Canned Mushrooms,2023-06-18,244,12
Canned Corn,2022-06-09,111,13
Canned Beans,2023-05-17,255,15
Rum,2022-09-27,208,18
Canned Peas,2023-06-11,279,14
Whiskey,2023-02-01,43,10
Rice,2023-05-15,294,11
Pasta,2022-02-13,285,18
Canned Corn,2023-03-11,276,15
Canned Pineapple,2022-11-19,61,14
Vodka,2022-10-16,82,16
Pasta,2022-05-31,5,17
Whiskey,2023-02-06,172,10
Canned Corn,2023-12-15,162,5
Spaghetti,2023-04-05,202,15
Canned Pineapple,2023-04-23,52,8
Canned Soup,2022-07-21,213,20
Canned Olives,2023-08-20,297,6
Canned Corn,2023-07-09,185,13
Coca-Cola,2023-01-21,254,19
Rum,2023-01-25,200,19
Canned Soup,2022-07-15,240,18
Canned Olives,2023-12-20,145,0
Pepsi,2023-06-22,132,7
Canned Peas,2022-12-10,69,13
Can of Tuna,2023-07-07,139,6
Can of Tuna,2022-07-19,264,19
Rice,2023-04-02,185,14
Canned Peas,2022-07-01,7,14
Rice,2022-03-05,24,12
Pepsi,2022-11-15,173,18
Can of Tuna,2022-02-14,239,20
Canned Peas,2023-04-19,103,13
Canned Olives,2023-10-11,166,8
Can of Tuna,2023-09-25,286,8
Canned Beans,2022-09-04,5,12
Nestea,2023-06-03,110,9
Rum,2022-05-29,162,19
Canned Beans,2023-01-01,272,18
Canned Corn,2022-06-14,215,18
Rum,2023-07-26,93,9
Spaghetti,2022-03-11,262,19
Sprite,2023-10-31,9,0
Canned Corn,2023-01-17,150,14
Canned Mushrooms,2023-03-16,164,10
Pasta,2023-01-03,160,20
Coca-Cola,2022-02-16,284,18
Canned Beans,2023-03-16,80,14
Whiskey,2023-04-02,41,14
Can of Tuna,2022-07-26,204,20
Canned Peas,2023-05-28,188,11
Canned Tomatoes,2022-12-26,297,20
Whiskey,2022-08-18,222,19
Canned Olives,2022-04-16,64,15
Canned Olives,2022-02-21,163,20
Canned Beans,2023-03-31,104,11
Sprite,2023-09-20,95,0
Pepsi,2023-08-24,184,5
Rice,2023-02-13,99,6
Canned Corn,2023-07-30,281,10
Canned Corn,2023-02-09,146,13
Pepsi,2023-12-05,262,8
Canned Pineapple,2022-03-31,14,15
Vodka,2022-02-16,152,19
Canned Tomatoes,2023-06-02,34,7
Whiskey,2023-01-02,27,16
Canned Pineapple,2023-09-09,138,0
Canned Beans,2023-05-07,249,15
Whiskey,2022-11-13,223,19
Coca-Cola,2022-11-21,263,20
Fanta,2022-10-27,180,18
Canned Pineapple,2023-06-29,160,11
Canned Olives,2022-04-13,223,18
Fanta,2023-10-22,180,10
Pasta,2023-02-04,113,13
Rum,2022-10-28,85,14
Canned Mushrooms,2022-06-22,42,15
Canned Mushrooms,2023-03-26,103,8
Can of Tuna,2023-10-02,165,5
Pepsi,2023-02-14,173,12
Canned Beans,2022-10-01,235,18
Canned Soup,2022-12-09,103,17
Canned Tomatoes,2022-07-04,270,18
Pepsi,2023-02-11,77,10
Canned Mushrooms,2023-11-09,90,0
Pepsi,2023-05-03,278,13
Coca-Cola,2022-03-27,97,15
Canned Soup,2023-07-02,232,16
Canned Mushrooms,2022-04-09,54,12
Canned Soup,2022-12-31,231,19
Vodka,2023-08-16,72,0
Rum,2022-09-29,246,18
Pasta,2023-01-01,23,15
Vodka,2023-09-14,194,10
Canned Soup,2023-04-23,16,7
Whiskey,2022-02-14,40,14
Spaghetti,2022-12-17,72,13
Can of Tuna,2023-01-24,271,19
Rice,2022-12-23,240,18
Canned Corn,2022-07-26,45,12
Canned Soup,2022-10-18,47,15
Nestea,2022-06-12,174,18
Fanta,2023-07-21,183,12
Fanta,2022-12-18,124,16
Whiskey,2023-11-20,75,0
Canned Soup,2023-03-12,48,7
Canned Olives,2022-07-14,120,14
Canned Tomatoes,2023-10-21,64,0
Rum,2022-06-09,189,19
Canned Mushrooms,2023-05-26,278,16
Pasta,2022-05-12,139,17
Canned Peas,2022-07-08,41,12
Nestea,2022-08-12,93,16
Vodka,2022-11-17,188,18
Pepsi,2023-05-18,194,14
Canned Beans,2022-12-14,111,16
Canned Soup,2023-11-26,124,0
Sprite,2023-02-23,62,8
Canned Pineapple,2023-10-09,250,7
Canned Corn,2023-09-16,7,0
Whiskey,2023-10-11,2,0
Coca-Cola,2023-12-15,43,0
Pasta,2022-01-25,9,15
Canned Mushrooms,2023-11-05,45,0
Coca-Cola,2022-09-20,125,14
Rice,2022-10-28,165,18
Canned Mushrooms,2022-02-23,285,19
Rum,2023-11-26,172,9
Sprite,2022-05-06,161,19
Pasta,2022-11-09,125,16
Fanta,2022-09-08,244,19
Coca-Cola,2022-07-05,1,15
Pepsi,2022-03-23,54,16
Vodka,2023-03-29,121,9
Can of Tuna,2023-07-26,175,15
Canned Soup,2023-04-21,123,6
Rice,2022-06-25,172,18
Canned Tomatoes,2022-07-19,56,15
Sprite,2023-01-07,65,15
Vodka,2023-07-11,131,6
Rice,2023-03-03,291,15
Sprite,2023-07-29,273,11
Canned Beans,2023-09-14,204,8
Fanta,2022-09-10,297,19
Canned Pineapple,2022-10-28,174,19
Canned Soup,2023-03-25,9,11
Canned Peas,2023-04-20,222,10
Sprite,2023-05-24,190,14
Canned Olives,2023-06-20,132,6
Canned Soup,2023-04-25,229,11
Whiskey,2023-03-20,61,6
Canned Soup,2022-12-03,242,19
Rum,2022-11-09,260,20
Rice,2023-07-16,225,16
Canned Pineapple,2022-07-18,208,20
Canned Soup,2023-11-23,247,5
Whiskey,2023-10-12,115,0
Canned Mushrooms,2022-08-25,114,12
Rum,2023-09-08,288,10
Can of Tuna,2022-03-05,249,19
Rice,2023-12-27,197,5
Canned Peas,2022-06-14,285,19
Pepsi,2023-08-06,21,0
Spaghetti,2022-05-01,146,12
Rice,2022-03-10,294,18
Pepsi,2023-04-07,18,7
Canned Olives,2023-09-15,18,0
Pepsi,2023-09-26,211,7
Fanta,2022-07-16,240,20
Pasta,2022-05-02,239,18
Sprite,2023-12-22,160,6
Canned Soup,2023-07-27,160,15
Can of Tuna,2023-03-20,235,11
Vodka,2023-08-13,102,0
Vodka,2023-01-30,240,20
Rice,2023-02-28,210,12
Pepsi,2022-08-12,143,13
Canned Soup,2022-09-18,231,19
Whiskey,2022-08-07,209,20
Spaghetti,2022-06-06,225,18
Vodka,2023-11-06,99,0
Sprite,2022-10-29,1,14
Whiskey,2022-10-22,123,16
Can of Tuna,2023-08-10,69,0
Spaghetti,2024-01-01,99,0
Sprite,2023-01-17,126,14
Canned Pineapple,2022-10-16,196,19
Canned Corn,2023-02-26,103,10
Canned Beans,2023-01-11,265,20
Vodka,2022-05-21,125,13
Canned Peas,2022-01-11,271,19
Canned Beans,2023-03-08,63,14
Canned Olives,2022-12-06,202,18
Canned Soup,2022-10-18,295,18
Nestea,2022-08-15,18,13
Pepsi,2023-08-15,295,10
Canned Olives,2022-09-07,19,14
Fanta,2023-11-23,108,0
Canned Tomatoes,2022-06-08,262,19
Canned Corn,2022-11-20,286,18
Canned Olives,2023-09-05,29,0
Nestea,2023-12-18,31,0
Spaghetti,2022-03-02,89,17
Canned Peas,2022-03-22,39,16
Can of Tuna,2022-10-02,148,13
Canned Peas,2022-08-11,97,16
Sprite,2022-04-03,16,13
Pasta,2022-04-06,138,17
Canned Mushrooms,2023-10-20,2,0
Canned Soup,2023-08-02,188,9
Spaghetti,2022-02-20,29,13
Fanta,2023-03-17,156,16
Canned Tomatoes,2022-03-16,228,18
Pasta,2023-06-24,192,11
Canned Mushrooms,2023-04-24,28,11
Pasta,2022-10-16,91,15
Canned Soup,2022-07-27,123,12
Rum,2023-11-05,225,6
Rum,2023-12-11,106,0
Canned Beans,2022-07-12,212,20
Canned Mushrooms,2023-11-29,53,0
Canned Mushrooms,2022-10-16,34,17
Nestea,2022-12-12,104,17
Rice,2023-09-04,207,5
Canned Peas,2023-11-17,235,9
Canned Beans,2022-12-19,87,12
Canned Corn,2023-08-07,274,7
Canned Peas,2023-04-05,170,14
Rum,2023-03-07,230,14
Canned Tomatoes,2023-05-12,81,10
Canned Pineapple,2023-01-10,160,20
Pasta,2023-12-18,130,0
Canned Beans,2022-07-19,199,18
Pasta,2023-02-10,175,11
Spaghetti,2022-11-19,96,17
Vodka,2023-04-25,16,14
Rum,2022-03-30,269,18
Nestea,2022-01-30,253,20
Canned Tomatoes,2023-03-22,268,11
Canned Tomatoes,2023-11-05,238,6
Canned Pineapple,2023-07-30,37,12
Fanta,2023-06-18,180,13
Canned Peas,2023-12-07,199,10
Whiskey,2022-11-20,190,18
Vodka,2023-10-14,212,9
Canned Pineapple,2022-03-29,136,12
Canned Soup,2023-02-02,123,12
Canned Tomatoes,2023-06-10,246,16
Canned Corn,2022-11-10,229,20
Nestea,2022-08-24,119,17
Canned Beans,2022-01-23,56,16
Rice,2022-12-27,162,20
Nestea,2023-07-05,161,12
Canned Beans,2022-02-08,160,19
Canned Tomatoes,2022-11-20,25,13
Canned Corn,2023-02-07,256,15
Canned Soup,2022-12-09,139,15
Canned Peas,2022-09-12,67,17
Pasta,2022-05-03,151,19
Fanta,2023-01-13,170,20
Canned Tomatoes,2023-07-17,170,14
Can of Tuna,2023-10-26,46,0
Vodka,2023-05-05,212,14
Canned Beans,2023-12-22,85,0
Canned Soup,2023-07-13,97,12
Coca-Cola,2022-06-02,294,19
Pasta,2022-07-09,207,20
Canned Olives,2023-05-04,255,16
Sprite,2022-03-23,121,14
Pasta,2023-03-03,63,7
Pepsi,2023-05-18,122,12
Pepsi,2022-01-26,116,14
Canned Corn,2022-03-09,285,19
Coca-Cola,2022-11-30,255,19
Canned Soup,2022-11-22,286,19
Canned Peas,2022-02-19,144,15
Canned Corn,2022-06-25,215,18
Canned Pineapple,2022-07-10,300,19
Canned Olives,2023-12-10,28,0
Canned Tomatoes,2023-11-10,164,7
Canned Peas,2023-10-05,104,0
Rice,2023-12-09,36,0
Whiskey,2023-06-23,65,8
Spaghetti,2023-09-06,6,0
Canned Tomatoes,2023-11-24,216,7
Coca-Cola,2023-08-04,169,10
Sprite,2022-07-05,179,18
Pasta,2022-01-06,283,20
Vodka,2022-03-03,279,19
Canned Olives,2022-08-09,136,12
Canned Olives,2023-01-10,160,20
Fanta,2023-07-24,239,14
Coca-Cola,2022-05-08,125,17
Nestea,2023-05-13,138,6
Vodka,2022-08-17,38,15
Canned Olives,2022-10-13,172,18
Canned Olives,2023-03-17,36,13
Canned Mushrooms,2022-04-20,244,20
Canned Peas,2023-10-04,97,0
Fanta,2022-01-08,277,20
Pasta,2023-07-29,291,10
Canned Corn,2023-10-14,294,10
Canned Soup,2023-12-16,242,10
Coca-Cola,2022-07-12,14,17
Canned Olives,2023-05-02,52,7
Fanta,2022-01-20,115,14
Nestea,2023-02-15,43,8
Rice,2022-09-08,136,13
Rum,2023-03-13,202,11
Canned Peas,2023-03-24,209,13
Pepsi,2022-08-25,37,13
Rum,2022-11-20,35,16
Rum,2022-05-01,1,12
Canned Pineapple,2022-12-31,201,19
Spaghetti,2022-11-11,126,15
Spaghetti,2023-08-16,276,5
Rice,2022-11-26,118,14
Fanta,2023-05-12,39,9
Can of Tuna,2023-01-29,230,20
Canned Pineapple,2023-03-07,195,16
Fanta,2023-03-23,116,11
Sprite,2022-11-29,185,19
Pasta,2022-06-29,104,16
Canned Pineapple,2022-01-12,153,19
Pepsi,2022-09-28,168,18
Vodka,2022-10-19,115,17
Vodka,2022-10-03,130,17
Nestea,2023-04-28,84,10
Rum,2022-01-10,180,20
Pepsi,2023-09-07,19,0
Whiskey,2022-03-30,76,12
Rice,2022-08-27,67,14
Canned Peas,2023-05-30,190,13
Canned Beans,2023-01-15,153,19
Canned Tomatoes,2023-02-18,273,16
Canned Pineapple,2023-09-29,190,7
Canned Peas,2022-04-01,157,19
Rum,2022-06-10,18,14
Canned Olives,2023-07-08,113,10
Rum,2023-11-20,62,0
Fanta,2022-12-08,162,18
Whiskey,2022-11-18,68,12
Canned Olives,2023-12-18,275,10
Canned Tomatoes,2023-07-05,270,12
Pasta,2023-07-19,283,14
Nestea,2023-01-03,42,13
Pasta,2023-10-25,290,10
Canned Peas,2023-03-19,46,8
Canned Beans,2023-10-20,115,0
Spaghetti,2023-12-08,103,0
Pepsi,2023-04-29,106,13
Canned Beans,2023-06-15,61,7
Can of Tuna,2023-01-18,179,19
Canned Beans,2023-06-03,97,8
Vodka,2023-12-13,72,0
Rum,2023-08-09,210,8
Rum,2023-03-21,151,15
Vodka,2023-08-13,138,0
Rum,2023-04-20,132,6
Sprite,2022-05-01,136,13
Rice,2022-01-17,52,16
Nestea,2023-11-04,75,0
Canned Beans,2022-11-03,165,20
Canned Beans,2023-06-23,284,10
Canned Peas,2023-01-06,155,20
Nestea,2022-09-26,82,17
Coca-Cola,2022-12-01,198,18
Spaghetti,2023-07-11,178,10
Pasta,2022-08-13,87,15
Nestea,2023-03-07,77,13
Canned Corn,2023-09-28,218,7
Canned Corn,2022-03-26,75,13
Canned Pineapple,2022-10-06,214,20
Canned Tomatoes,2022-05-10,128,17
Nestea,2023-01-07,105,13
Canned Beans,2023-09-11,113,0
Canned Soup,2023-12-24,224,10
Canned Beans,2023-01-08,36,14
Canned Peas,2022-07-26,198,18
Pasta,2023-07-30,239,15
Rum,2023-01-28,90,15
Canned Beans,2022-08-30,148,13
Whiskey,2022-04-15,268,18
Canned Mushrooms,2023-06-01,173,16
Canned Tomatoes,2022-12-06,105,13
Whiskey,2023-12-27,105,0
Canned Soup,2023-11-16,121,0
Canned Corn,2023-04-05,255,13
Nestea,2023-07-21,185,15
Spaghetti,2023-11-12,15,0
Canned Peas,2023-10-04,297,7
Canned Pineapple,2023-10-20,172,8
Canned Pineapple,2023-11-03,245,8
Canned Peas,2022-12-27,267,18
Canned Pineapple,2023-11-13,265,9
Pasta,2023-06-26,92,10
Canned Mushrooms,2022-07-13,139,12
Coca-Cola,2023-06-12,296,11
Nestea,2022-02-01,238,19
Fanta,2022-07-23,242,18
Coca-Cola,2023-02-09,39,9
Spaghetti,2022-01-11,250,19
Fanta,2023-11-24,6,0
Nestea,2022-06-11,263,18
Fanta,2022-02-21,181,18
Coca-Cola,2022-02-01,193,19
Fanta,2023-03-25,292,13
Sprite,2023-01-18,281,19
Nestea,2022-04-17,168,20
Canned Olives,2023-05-17,53,9
Canned Mushrooms,2023-09-28,283,9
Pasta,2022-11-14,202,20
Can of Tuna,2023-04-24,158,11
Whiskey,2022-08-18,163,20
Canned Corn,2023-09-18,143,0
Canned Soup,2023-01-24,261,18
Canned Soup,2023-08-03,90,0
Canned Mushrooms,2023-04-11,139,9
Canned Peas,2023-12-15,215,10
Spaghetti,2023-01-24,143,15
Canned Beans,2023-07-08,270,14
Vodka,2023-10-03,230,6
Rum,2023-04-22,1,6
Canned Tomatoes,2022-05-27,72,16
Canned Tomatoes,2022-10-15,200,19
Pepsi,2023-11-01,32,0
Spaghetti,2022-02-03,71,12
Sprite,2022-10-13,190,19
Can of Tuna,2022-12-28,91,13
Pasta,2022-11-10,70,13
Spaghetti,2022-08-08,266,18
Vodka,2023-08-04,51,0
Vodka,2022-03-22,142,14
Whiskey,2023-06-26,112,6
Rum,2022-09-07,89,13
Coca-Cola,2022-07-18,129,14
Canned Mushrooms,2023-03-05,115,13
Canned Soup,2022-01-01,96,15
Fanta,2022-01-09,260,20
Rice,2023-04-27,146,12
Nestea,2022-07-06,253,19
Canned Tomatoes,2023-09-13,206,5
Rum,2022-09-12,168,19
Sprite,2022-12-19,259,19
Pasta,2023-01-11,114,12
Pepsi,2023-05-05,274,11
Pasta,2022-05-14,88,16
Rice,2022-08-15,258,18
Spaghetti,2022-11-15,284,20
Coca-Cola,2023-01-12,48,17
Fanta,2022-03-18,289,18
Canned Tomatoes,2023-02-03,155,10
Spaghetti,2022-06-27,143,14
Rum,2022-07-18,31,16
Fanta,2023-10-06,226,9
Canned Peas,2022-12-27,19,14
Canned Corn,2022-12-23,300,20
Canned Olives,2022-12-13,217,19
Pepsi,2022-10-22,173,18
Coca-Cola,2023-06-10,132,10
Nestea,2022-02-08,104,14
Canned Beans,2023-03-26,237,10
Pepsi,2023-10-27,231,7
Pepsi,2023-12-23,74,0
Fanta,2022-04-12,124,15
Canned Tomatoes,2023-10-09,270,5
Whiskey,2023-07-14,197,16
Canned Peas,2022-07-19,51,13
Rum,2022-05-30,83,16
Coca-Cola,2023-11-21,107,0
Pepsi,2023-06-01,277,16
Canned Corn,2023-04-22,182,15
Canned Corn,2023-08-30,49,0
Canned Pineapple,2022-06-15,199,18
Pasta,2023-04-14,149,12
Spaghetti,2022-09-10,273,19
Canned Soup,2022-08-25,62,14
Canned Peas,2022-01-28,120,16
Canned Tomatoes,2023-06-15,53,8
Canned Peas,2023-11-04,261,5
Can of Tuna,2022-01-21,33,14
Canned Soup,2022-03-23,140,17
Canned Mushrooms,2022-01-23,290,20
Canned Olives,2022-01-02,296,18
Fanta,2022-08-03,100,15
Whiskey,2023-07-28,226,15
Fanta,2023-10-22,31,0
Canned Soup,2023-10-20,263,8
Sprite,2022-07-06,98,14
Rum,2023-06-07,48,11
Coca-Cola,2022-12-10,121,15
Coca-Cola,2022-01-20,90,16
Canned Tomatoes,2022-04-19,206,18
Rice,2023-01-22,3,14
Sprite,2022-02-14,36,13
Canned Mushrooms,2022-01-13,291,18
Canned Soup,2022-03-10,199,18
Canned Mushrooms,2022-04-08,183,20
Sprite,2022-06-29,191,20
Pasta,2023-06-27,288,12
Pasta,2023-04-10,25,8
Canned Beans,2022-11-09,300,20
Canned Mushrooms,2023-02-11,85,9
Canned Beans,2022-01-08,179,18
Canned Mushrooms,2022-02-20,229,20
Nestea,2022-01-21,97,15
Rum,2022-06-09,62,16
Canned Mushrooms,2023-11-19,54,0
Canned Corn,2023-05-09,287,15
Can of Tuna,2022-12-20,296,20
Canned Beans,2022-02-15,22,15
Whiskey,2022-09-09,42,16
Canned Corn,2022-12-17,13,14
Canned Tomatoes,2023-05-22,63,11
Can of Tuna,2022-01-05,122,16
Pepsi,2022-02-26,21,15
Vodka,2022-11-14,215,18
Nestea,2023-12-16,34,0
Canned Olives,2022-12-28,193,20
Vodka,2023-03-25,53,13
Coca-Cola,2022-06-16,215,20
Vodka,2023-05-26,256,15
Fanta,2023-01-09,107,14
Can of Tuna,2022-06-21,18,15
Rum,2022-07-31,25,12
Rum,2022-06-04,220,20
Sprite,2023-04-26,94,9
Can of Tuna,2022-09-22,113,14
Nestea,2023-11-24,76,0
Canned Beans,2022-05-17,215,19
Sprite,2022-04-06,260,20
Vodka,2022-03-22,132,16
Can of Tuna,2023-12-14,296,9
Pepsi,2023-08-10,48,0
Can of Tuna,2023-08-14,295,8
Canned Olives,2022-12-24,273,20
Canned Olives,2022-05-24,53,16
Rum,2023-10-11,82,0
Canned Soup,2022-01-29,99,13
Pasta,2023-02-24,222,15
Canned Peas,2022-09-02,204,19
Canned Tomatoes,2022-02-20,128,15
Canned Soup,2023-08-18,217,5
Rice,2022-04-17,24,16
Fanta,2022-02-13,17,13
Canned Pineapple,2023-09-30,146,0
Coca-Cola,2023-06-02,104,12
Spaghetti,2022-12-08,71,12
Pasta,2023-07-01,84,11
Rice,2022-08-26,103,16
Canned Soup,2022-11-10,291,19
Pasta,2022-01-16,17,12
Pasta,2022-07-09,29,12
Vodka,2022-04-24,92,15
Can of Tuna,2023-08-30,234,6
Pepsi,2022-07-12,79,16
Pasta,2023-10-24,101,0
Whiskey,2023-07-30,288,16
Canned Mushrooms,2023-12-05,209,8
Rum,2023-02-06,17,10
Vodka,2023-01-26,4,12
Canned Beans,2023-04-03,68,6
Coca-Cola,2023-03-08,236,13
Rum,2023-02-08,184,13
Rice,2023-04-19,56,14
Can of Tuna,2022-08-08,58,17
Vodka,2022-12-09,21,15
Canned Peas,2022-03-28,149,14
Rum,2023-11-16,272,5
Spaghetti,2022-07-18,19,13
Canned Corn,2022-12-26,167,18
Canned Pineapple,2022-11-06,169,18
Rum,2023-09-22,229,10
Canned Soup,2023-09-27,14,0
Canned Soup,2022-03-13,119,16
Whiskey,2023-07-31,243,5
Canned Pineapple,2023-06-06,3,8
Pasta,2022-08-12,271,19
Nestea,2022-05-01,133,12
Canned Corn,2022-05-30,107,14
Nestea,2023-04-17,193,16
Nestea,2022-06-07,21,13
Coca-Cola,2022-07-08,108,13
Spaghetti,2023-02-21,168,13
Canned Soup,2023-09-22,197,8
Sprite,2023-03-07,197,16
Rice,2023-01-16,254,19
Nestea,2023-03-18,2,11
Whiskey,2023-01-30,252,20
Canned Peas,2022-01-14,52,17
Canned Beans,2022-03-03,204,20
Canned Pineapple,2022-07-06,235,18
Canned Tomatoes,2022-03-30,131,12
Vodka,2023-02-03,193,14
Coca-Cola,2022-01-01,29,12
Canned Corn,2023-02-19,26,6
Rice,2022-01-17,117,13
Pepsi,2022-07-19,42,15
Can of Tuna,2023-03-11,72,13
Canned Corn,2023-11-12,35,0
Canned Beans,2022-05-16,15,15
Fanta,2023-11-19,172,8
Canned Soup,2022-04-18,240,18
Coca-Cola,2023-01-25,193,19
Canned Peas,2022-10-17,243,20
Whiskey,2023-11-02,19,0
Canned Corn,2023-10-17,199,10
Canned Beans,2022-01-11,133,12
Fanta,2023-10-09,13,0
Canned Mushrooms,2022-05-06,76,17
Canned Mushrooms,2022-02-24,22,15
Rice,2023-07-03,30,12
Canned Pineapple,2023-05-31,46,14
Fanta,2022-11-09,16,12
Can of Tuna,2023-05-29,96,8
Rum,2023-05-10,59,10
Canned Pineapple,2022-12-23,47,13
Coca-Cola,2022-09-28,33,12
Rum,2022-04-12,283,18
Vodka,2023-04-19,106,14
Coca-Cola,2022-02-04,162,19
Pepsi,2023-12-12,100,0
Sprite,2022-12-15,13,13
Canned Beans,2023-02-16,78,8
Canned Olives,2022-02-04,250,20
Fanta,2023-05-02,292,16
Sprite,2022-01-06,157,19
Canned Corn,2023-10-17,60,0
Rice,2023-10-01,64,0
Pepsi,2022-08-20,285,20
Coca-Cola,2022-06-08,296,18
Canned Olives,2022-01-30,261,18
Pepsi,2023-12-26,99,0
Rum,2022-11-07,81,16
Canned Olives,2022-11-24,129,16
Sprite,2022-05-27,29,12
Canned Soup,2022-04-15,125,15
Canned Peas,2022-01-18,27,12
Rice,2022-08-11,78,17
Canned Peas,2022-09-26,46,14
Canned Soup,2023-12-07,204,6
Fanta,2023-02-26,50,13
Vodka,2023-02-15,37,9
Sprite,2023-04-01,213,12
Can of Tuna,2022-10-05,96,13
Canned Tomatoes,2022-11-03,9,14
Fanta,2023-10-15,245,7
Canned Beans,2022-06-25,294,20
Can of Tuna,2023-07-18,188,14
Canned Beans,2022-09-10,152,19
Vodka,2022-10-19,78,15
Pepsi,2022-03-29,12,16
Nestea,2022-06-24,48,15
Canned Tomatoes,2023-09-22,60,0
Canned Peas,2023-04-03,184,13
Coca-Cola,2023-01-01,177,20
Nestea,2023-07-31,3,0
Canned Mushrooms,2023-05-13,154,13
Canned Tomatoes,2022-06-04,143,16
Canned Tomatoes,2022-02-19,131,12
Canned Pineapple,2023-01-16,185,18
Canned Peas,2022-08-07,168,18
Spaghetti,2022-07-28,235,19
Canned Corn,2022-01-20,109,14
Vodka,2023-03-09,165,15
Can of Tuna,2023-07-23,289,11
Fanta,2022-06-07,32,17
Pasta,2022-07-25,215,18
Canned Corn,2022-10-10,4,13
Canned Tomatoes,2023-04-10,94,7
Sprite,2022-12-26,50,14
Coca-Cola,2023-05-13,154,11
Rice,2023-09-20,107,0
Nestea,2023-02-13,213,16
Canned Corn,2022-07-25,105,15
Pepsi,2022-07-04,259,20
Vodka,2023-04-19,172,10
Canned Mushrooms,2023-08-31,162,9
Canned Olives,2022-03-15,282,19
Spaghetti,2023-03-07,24,12
Coca-Cola,2022-02-28,191,18
Rice,2022-01-16,300,19
Rice,2023-07-30,83,6
Whiskey,2022-04-10,152,19
Nestea,2023-10-07,251,9
Canned Peas,2022-10-12,47,13
Pasta,2022-06-24,107,15
Canned Tomatoes,2023-12-09,209,10
Canned Corn,2022-09-13,208,20
Canned Olives,2023-12-21,18,0
Rum,2022-08-27,94,15
Sprite,2023-10-27,26,0
Canned Corn,2023-05-31,13,6
