Product,Category,Quantity,Manufactury Date,Expiry Date,Quantity Sold Last 30 Days,Discount
Carrot,Vegetables,43,2024-07-12,2024-07-22,25,16
Orange,Fruits,79,2024-07-11,2024-07-31,42,15
Chicken,Meat,38,2024-07-19,2024-07-24,39,15
Soda,Beverages,30,2024-07-20,2024-10-18,18,0
Potato,Vegetables,49,2024-07-14,2024-07-22,46,14
Chips,Snacks,55,2024-07-16,2024-12-13,14,6
Banana,Fruits,32,2024-07-18,2024-07-25,16,10
Bread,Bakery,87,2024-07-20,2024-07-23,25,35
Fish,Seafood,33,2024-07-19,2024-07-23,32,15
Spinach,Vegetables,15,2024-07-23,2024-07-31,16,13
Spinach,Vegetables,75,2024-07-19,2024-07-27,16,45
Shrimp,Seafood,40,2024-07-13,2024-07-19,48,12
Banana,Fruits,60,2024-07-21,2024-07-28,16,36
Beef,Meat,91,2024-07-21,2024-07-28,34,44
Chips,Snacks,53,2024-07-14,2024-12-11,14,3
Potato,Vegetables,19,2024-07-18,2024-07-26,46,12
Chicken,Meat,59,2024-07-12,2024-07-17,39,17
Shrimp,Seafood,69,2024-07-23,2024-07-29,48,13
Cookies,Snacks,99,2024-07-12,2024-11-09,0,0
Butter,Dairy,47,2024-07-12,2024-08-11,28,12
Juice,Beverages,12,2024-07-14,2024-09-12,3,1
Chicken,Meat,87,2024-07-12,2024-07-17,39,48
Orange,Fruits,67,2024-07-23,2024-08-12,42,8
Beef,Meat,34,2024-07-22,2024-07-29,34,14
Chicken,Meat,85,2024-07-17,2024-07-22,39,31
Butter,Dairy,12,2024-07-13,2024-08-12,28,12
Tomato,Vegetables,12,2024-07-18,2024-07-31,38,17
Bread,Bakery,16,2024-07-21,2024-07-24,25,19
Beef,Meat,46,2024-07-20,2024-07-27,34,11
Broccoli,Vegetables,78,2024-07-18,2024-07-30,31,33
Juice,Beverages,28,2024-07-19,2024-09-17,3,9
Potato,Vegetables,18,2024-07-10,2024-07-18,46,12
Carrot,Vegetables,21,2024-07-17,2024-07-27,25,19
Carrot,Vegetables,32,2024-07-13,2024-07-23,25,15
Juice,Beverages,87,2024-07-10,2024-09-08,3,8
Carrot,Vegetables,97,2024-07-13,2024-07-23,25,47
Juice,Beverages,77,2024-07-23,2024-09-21,3,9
Potato,Vegetables,80,2024-07-18,2024-07-26,46,13
Potato,Vegetables,59,2024-07-17,2024-07-25,46,10
Yogurt,Dairy,79,2024-07-19,2024-07-31,10,30
Milk,Dairy,11,2024-07-16,2024-07-26,29,13
Bread,Bakery,60,2024-07-19,2024-07-22,25,37
Yogurt,Dairy,59,2024-07-23,2024-08-04,10,28
Cookies,Snacks,44,2024-07-12,2024-11-09,0,9
Apple,Fruits,76,2024-07-19,2024-08-03,18,20
Fish,Seafood,79,2024-07-23,2024-07-27,32,34
Cookies,Snacks,33,2024-07-12,2024-11-09,0,9
Chicken,Meat,84,2024-07-14,2024-07-19,39,38
Yogurt,Dairy,54,2024-07-17,2024-07-29,10,35
Beef,Meat,35,2024-07-23,2024-07-30,34,16
Tomato,Vegetables,39,2024-07-22,2024-08-04,38,5
Broccoli,Vegetables,60,2024-07-11,2024-07-23,31,14
Beef,Meat,85,2024-07-11,2024-07-18,34,30
Milk,Dairy,98,2024-07-23,2024-08-02,29,22
Cookies,Snacks,15,2024-07-21,2024-11-18,0,4
Tomato,Vegetables,79,2024-07-19,2024-08-01,38,32
Yogurt,Dairy,27,2024-07-10,2024-07-22,10,34
Juice,Beverages,13,2024-07-12,2024-09-10,3,8
Beef,Meat,40,2024-07-23,2024-07-30,34,11
Beef,Meat,44,2024-07-16,2024-07-23,34,18
Fish,Seafood,67,2024-07-20,2024-07-24,32,33
Chicken,Meat,63,2024-07-11,2024-07-16,39,16
Orange,Fruits,47,2024-07-10,2024-07-30,42,16
Shrimp,Seafood,85,2024-07-19,2024-07-25,48,13
Butter,Dairy,90,2024-07-14,2024-08-13,28,24
Carrot,Vegetables,42,2024-07-14,2024-07-24,25,19
Chips,Snacks,19,2024-07-14,2024-12-11,14,0
Broccoli,Vegetables,36,2024-07-10,2024-07-22,31,14
Bread,Bakery,49,2024-07-12,2024-07-15,25,16
Potato,Vegetables,40,2024-07-10,2024-07-18,46,11
Orange,Fruits,82,2024-07-13,2024-08-02,42,5
Chicken,Meat,27,2024-07-13,2024-07-18,39,14
Soda,Beverages,81,2024-07-22,2024-10-20,18,8
Orange,Fruits,77,2024-07-19,2024-08-08,42,10
Milk,Dairy,17,2024-07-20,2024-07-30,29,10
Banana,Fruits,47,2024-07-12,2024-07-19,16,34
Butter,Dairy,67,2024-07-12,2024-08-11,28,25
Soda,Beverages,36,2024-07-11,2024-10-09,18,0
Bread,Bakery,59,2024-07-17,2024-07-20,25,44
Bread,Bakery,98,2024-07-23,2024-07-26,25,46
Broccoli,Vegetables,58,2024-07-19,2024-07-31,31,11
Butter,Dairy,86,2024-07-19,2024-08-18,28,28
Tomato,Vegetables,78,2024-07-22,2024-08-04,38,28
Carrot,Vegetables,27,2024-07-21,2024-07-31,25,17
Fish,Seafood,67,2024-07-15,2024-07-19,32,41
Cookies,Snacks,21,2024-07-19,2024-11-16,0,3
Beef,Meat,96,2024-07-12,2024-07-19,34,34
Broccoli,Vegetables,76,2024-07-23,2024-08-04,31,28
Bread,Bakery,69,2024-07-20,2024-07-23,25,40
Banana,Fruits,91,2024-07-11,2024-07-18,16,38
Apple,Fruits,39,2024-07-18,2024-08-02,18,28
Cookies,Snacks,18,2024-07-16,2024-11-13,0,6
Yogurt,Dairy,92,2024-07-10,2024-07-22,10,37
Carrot,Vegetables,20,2024-07-18,2024-07-28,25,17
Banana,Fruits,81,2024-07-20,2024-07-27,16,36
Apple,Fruits,39,2024-07-11,2024-07-26,18,38
Spinach,Vegetables,34,2024-07-18,2024-07-26,16,32
Beef,Meat,13,2024-07-10,2024-07-17,34,18
Soda,Beverages,68,2024-07-17,2024-10-15,18,2
Yogurt,Dairy,15,2024-07-18,2024-07-30,10,16
Soda,Beverages,47,2024-07-17,2024-10-15,18,6
Orange,Fruits,12,2024-07-11,2024-07-31,42,18
Chips,Snacks,80,2024-07-18,2024-12-15,14,9
Beef,Meat,17,2024-07-18,2024-07-25,34,14
Chicken,Meat,34,2024-07-21,2024-07-26,39,16
Juice,Beverages,13,2024-07-23,2024-09-21,3,2
Bread,Bakery,90,2024-07-15,2024-07-18,25,46
Butter,Dairy,52,2024-07-19,2024-08-18,28,10
Apple,Fruits,35,2024-07-11,2024-07-26,18,17
Fish,Seafood,75,2024-07-12,2024-07-16,32,45
Bread,Bakery,62,2024-07-20,2024-07-23,25,49
Apple,Fruits,61,2024-07-11,2024-07-26,18,47
Carrot,Vegetables,99,2024-07-14,2024-07-24,25,43
Broccoli,Vegetables,69,2024-07-12,2024-07-24,31,36
Milk,Dairy,47,2024-07-18,2024-07-28,29,11
Butter,Dairy,92,2024-07-20,2024-08-19,28,26
Orange,Fruits,33,2024-07-19,2024-08-08,42,12
Banana,Fruits,96,2024-07-13,2024-07-20,16,33
Juice,Beverages,24,2024-07-16,2024-09-14,3,3
Broccoli,Vegetables,57,2024-07-19,2024-07-31,31,18
Milk,Dairy,11,2024-07-17,2024-07-27,29,12
Juice,Beverages,14,2024-07-22,2024-09-20,3,3
Chicken,Meat,65,2024-07-16,2024-07-21,39,19
Spinach,Vegetables,89,2024-07-10,2024-07-18,16,38
Beef,Meat,73,2024-07-11,2024-07-18,34,39
Milk,Dairy,93,2024-07-17,2024-07-27,29,49
Beef,Meat,43,2024-07-14,2024-07-21,34,12
Yogurt,Dairy,89,2024-07-21,2024-08-02,10,23
Cookies,Snacks,12,2024-07-14,2024-11-11,0,6
Shrimp,Seafood,14,2024-07-21,2024-07-27,48,11
Beef,Meat,58,2024-07-13,2024-07-20,34,16
Chips,Snacks,17,2024-07-13,2024-12-10,14,0
Apple,Fruits,60,2024-07-10,2024-07-25,18,41
Tomato,Vegetables,93,2024-07-23,2024-08-05,38,25
Broccoli,Vegetables,14,2024-07-16,2024-07-28,31,11
Butter,Dairy,77,2024-07-19,2024-08-18,28,22
Apple,Fruits,79,2024-07-15,2024-07-30,18,41
Chips,Snacks,82,2024-07-12,2024-12-09,14,0
Chicken,Meat,66,2024-07-17,2024-07-22,39,18
Juice,Beverages,77,2024-07-15,2024-09-13,3,1
Butter,Dairy,24,2024-07-16,2024-08-15,28,10
Banana,Fruits,84,2024-07-15,2024-07-22,16,46
Beef,Meat,17,2024-07-12,2024-07-19,34,14
Juice,Beverages,58,2024-07-17,2024-09-15,3,2
Juice,Beverages,76,2024-07-19,2024-09-17,3,3
Tomato,Vegetables,13,2024-07-23,2024-08-05,38,5
Broccoli,Vegetables,62,2024-07-23,2024-08-04,31,9
Juice,Beverages,90,2024-07-22,2024-09-20,3,2
Yogurt,Dairy,44,2024-07-16,2024-07-28,10,40
Fish,Seafood,32,2024-07-20,2024-07-24,32,13
Fish,Seafood,17,2024-07-11,2024-07-15,32,10
Chips,Snacks,42,2024-07-11,2024-12-08,14,7
Butter,Dairy,59,2024-07-11,2024-08-10,28,21
Soda,Beverages,69,2024-07-19,2024-10-17,18,7
Bread,Bakery,42,2024-07-19,2024-07-22,25,10
Bread,Bakery,11,2024-07-17,2024-07-20,25,11
Shrimp,Seafood,58,2024-07-16,2024-07-22,48,13
Banana,Fruits,46,2024-07-23,2024-07-30,16,43
Tomato,Vegetables,35,2024-07-21,2024-08-03,38,12
Chips,Snacks,58,2024-07-19,2024-12-16,14,6
Banana,Fruits,20,2024-07-14,2024-07-21,16,19
Tomato,Vegetables,82,2024-07-16,2024-07-29,38,40
Apple,Fruits,60,2024-07-22,2024-08-06,18,33
Milk,Dairy,10,2024-07-21,2024-07-31,29,13
Tomato,Vegetables,44,2024-07-10,2024-07-23,38,13
Yogurt,Dairy,76,2024-07-13,2024-07-25,10,31
Milk,Dairy,75,2024-07-20,2024-07-30,29,32
Yogurt,Dairy,14,2024-07-17,2024-07-29,10,12
Cookies,Snacks,51,2024-07-13,2024-11-10,0,2
Fish,Seafood,60,2024-07-10,2024-07-14,32,18
Beef,Meat,80,2024-07-18,2024-07-25,34,31
Potato,Vegetables,41,2024-07-13,2024-07-21,46,10
Milk,Dairy,94,2024-07-22,2024-08-01,29,34
Potato,Vegetables,96,2024-07-13,2024-07-21,46,36
Beef,Meat,43,2024-07-14,2024-07-21,34,16
Potato,Vegetables,64,2024-07-10,2024-07-18,46,11
Yogurt,Dairy,33,2024-07-11,2024-07-23,10,38
Chicken,Meat,13,2024-07-21,2024-07-26,39,16
Soda,Beverages,12,2024-07-21,2024-10-19,18,0
Chicken,Meat,72,2024-07-21,2024-07-26,39,17
Chips,Snacks,85,2024-07-17,2024-12-14,14,1
Beef,Meat,25,2024-07-16,2024-07-23,34,11
Chips,Snacks,36,2024-07-17,2024-12-14,14,2
Chicken,Meat,20,2024-07-22,2024-07-27,39,17
Bread,Bakery,75,2024-07-18,2024-07-21,25,43
Bread,Bakery,89,2024-07-12,2024-07-15,25,32
Apple,Fruits,79,2024-07-10,2024-07-25,18,30
Apple,Fruits,21,2024-07-20,2024-08-04,18,9
Bread,Bakery,12,2024-07-12,2024-07-15,25,11
Carrot,Vegetables,39,2024-07-15,2024-07-25,25,15
Juice,Beverages,67,2024-07-18,2024-09-16,3,7
Apple,Fruits,49,2024-07-18,2024-08-02,18,22
Shrimp,Seafood,62,2024-07-18,2024-07-24,48,10
Banana,Fruits,41,2024-07-12,2024-07-19,16,47
Juice,Beverages,26,2024-07-21,2024-09-19,3,9
Broccoli,Vegetables,54,2024-07-17,2024-07-29,31,14
Chicken,Meat,59,2024-07-21,2024-07-26,39,13
Broccoli,Vegetables,14,2024-07-22,2024-08-03,31,13
Orange,Fruits,48,2024-07-19,2024-08-08,42,10
Fish,Seafood,57,2024-07-17,2024-07-21,32,11
Apple,Fruits,98,2024-07-18,2024-08-02,18,24
Cookies,Snacks,70,2024-07-16,2024-11-13,0,6
Yogurt,Dairy,89,2024-07-14,2024-07-26,10,47
Shrimp,Seafood,91,2024-07-18,2024-07-24,48,16
Tomato,Vegetables,66,2024-07-23,2024-08-05,38,12
Potato,Vegetables,83,2024-07-17,2024-07-25,46,12
Yogurt,Dairy,96,2024-07-15,2024-07-27,10,46
Butter,Dairy,48,2024-07-17,2024-08-16,28,12
Butter,Dairy,32,2024-07-19,2024-08-18,28,12
Apple,Fruits,33,2024-07-19,2024-08-03,18,9
Tomato,Vegetables,78,2024-07-13,2024-07-26,38,38
Orange,Fruits,77,2024-07-11,2024-07-31,42,11
Broccoli,Vegetables,10,2024-07-11,2024-07-23,31,10
Beef,Meat,26,2024-07-18,2024-07-25,34,17
Tomato,Vegetables,92,2024-07-22,2024-08-04,38,26
Fish,Seafood,25,2024-07-11,2024-07-15,32,17
Yogurt,Dairy,44,2024-07-18,2024-07-30,10,32
Yogurt,Dairy,27,2024-07-19,2024-07-31,10,41
Soda,Beverages,30,2024-07-18,2024-10-16,18,0
Carrot,Vegetables,64,2024-07-12,2024-07-22,25,31
Chips,Snacks,10,2024-07-13,2024-12-10,14,0
Bread,Bakery,40,2024-07-16,2024-07-19,25,14
Apple,Fruits,94,2024-07-11,2024-07-26,18,36
Chips,Snacks,86,2024-07-20,2024-12-17,14,3
Chicken,Meat,68,2024-07-11,2024-07-16,39,10
Banana,Fruits,71,2024-07-20,2024-07-27,16,45
Tomato,Vegetables,80,2024-07-17,2024-07-30,38,35
Orange,Fruits,27,2024-07-11,2024-07-31,42,10
Banana,Fruits,93,2024-07-20,2024-07-27,16,40
Broccoli,Vegetables,81,2024-07-20,2024-08-01,31,45
Potato,Vegetables,69,2024-07-12,2024-07-20,46,19
Fish,Seafood,54,2024-07-10,2024-07-14,32,19
Chicken,Meat,90,2024-07-13,2024-07-18,39,34
Yogurt,Dairy,88,2024-07-15,2024-07-27,10,30
Carrot,Vegetables,90,2024-07-23,2024-08-02,25,28
Soda,Beverages,39,2024-07-22,2024-10-20,18,5
Yogurt,Dairy,44,2024-07-19,2024-07-31,10,37
Soda,Beverages,30,2024-07-12,2024-10-10,18,0
Chips,Snacks,45,2024-07-10,2024-12-07,14,7
Shrimp,Seafood,65,2024-07-13,2024-07-19,48,12
Yogurt,Dairy,25,2024-07-15,2024-07-27,10,43
Juice,Beverages,89,2024-07-18,2024-09-16,3,0
Potato,Vegetables,73,2024-07-21,2024-07-29,46,13
Tomato,Vegetables,51,2024-07-21,2024-08-03,38,10
Apple,Fruits,69,2024-07-17,2024-08-01,18,45
Spinach,Vegetables,55,2024-07-14,2024-07-22,16,49
Tomato,Vegetables,63,2024-07-13,2024-07-26,38,11
Juice,Beverages,22,2024-07-19,2024-09-17,3,4
Chips,Snacks,54,2024-07-22,2024-12-19,14,6
Broccoli,Vegetables,96,2024-07-10,2024-07-22,31,44
Tomato,Vegetables,59,2024-07-10,2024-07-23,38,10
Chicken,Meat,68,2024-07-23,2024-07-28,39,11
Milk,Dairy,43,2024-07-15,2024-07-25,29,13
Spinach,Vegetables,87,2024-07-17,2024-07-25,16,41
Beef,Meat,48,2024-07-14,2024-07-21,34,16
Beef,Meat,89,2024-07-12,2024-07-19,34,48
Carrot,Vegetables,27,2024-07-13,2024-07-23,25,10
Butter,Dairy,82,2024-07-19,2024-08-18,28,25
Fish,Seafood,72,2024-07-20,2024-07-24,32,38
Fish,Seafood,69,2024-07-19,2024-07-23,32,46
Bread,Bakery,41,2024-07-20,2024-07-23,25,19
Tomato,Vegetables,69,2024-07-16,2024-07-29,38,16
Potato,Vegetables,78,2024-07-11,2024-07-19,46,14
Soda,Beverages,85,2024-07-22,2024-10-20,18,7
Yogurt,Dairy,54,2024-07-21,2024-08-02,10,34
Chips,Snacks,24,2024-07-22,2024-12-19,14,0
Apple,Fruits,85,2024-07-17,2024-08-01,18,49
Butter,Dairy,30,2024-07-14,2024-08-13,28,5
Spinach,Vegetables,11,2024-07-14,2024-07-22,16,17
Apple,Fruits,12,2024-07-22,2024-08-06,18,6
Apple,Fruits,99,2024-07-17,2024-08-01,18,42
Yogurt,Dairy,73,2024-07-22,2024-08-03,10,33
Yogurt,Dairy,19,2024-07-12,2024-07-24,10,15
Butter,Dairy,56,2024-07-20,2024-08-19,28,6
Beef,Meat,14,2024-07-18,2024-07-25,34,19
Milk,Dairy,65,2024-07-23,2024-08-02,29,25
Cookies,Snacks,34,2024-07-22,2024-11-19,0,0
Juice,Beverages,46,2024-07-21,2024-09-19,3,2
Bread,Bakery,68,2024-07-14,2024-07-17,25,42
Broccoli,Vegetables,49,2024-07-11,2024-07-23,31,13
Carrot,Vegetables,15,2024-07-14,2024-07-24,25,18
Chips,Snacks,22,2024-07-15,2024-12-12,14,0
Bread,Bakery,19,2024-07-21,2024-07-24,25,16
Juice,Beverages,83,2024-07-10,2024-09-08,3,5
Orange,Fruits,64,2024-07-22,2024-08-11,42,11
Beef,Meat,83,2024-07-14,2024-07-21,34,45
Butter,Dairy,53,2024-07-23,2024-08-22,28,14
Soda,Beverages,89,2024-07-18,2024-10-16,18,4
Bread,Bakery,82,2024-07-20,2024-07-23,25,39
Carrot,Vegetables,35,2024-07-11,2024-07-21,25,10
Shrimp,Seafood,52,2024-07-18,2024-07-24,48,13
Shrimp,Seafood,56,2024-07-16,2024-07-22,48,12
Bread,Bakery,70,2024-07-20,2024-07-23,25,48
Apple,Fruits,13,2024-07-14,2024-07-29,18,14
Fish,Seafood,48,2024-07-10,2024-07-14,32,18
Apple,Fruits,25,2024-07-18,2024-08-02,18,13
Butter,Dairy,61,2024-07-21,2024-08-20,28,31
Spinach,Vegetables,81,2024-07-13,2024-07-21,16,39
Cookies,Snacks,57,2024-07-11,2024-11-08,0,2
Broccoli,Vegetables,79,2024-07-15,2024-07-27,31,34
Tomato,Vegetables,69,2024-07-21,2024-08-03,38,7
Banana,Fruits,54,2024-07-19,2024-07-26,16,30
Chips,Snacks,73,2024-07-20,2024-12-17,14,8
Shrimp,Seafood,73,2024-07-14,2024-07-20,48,13
Carrot,Vegetables,36,2024-07-11,2024-07-21,25,15
Potato,Vegetables,67,2024-07-16,2024-07-24,46,11
Shrimp,Seafood,81,2024-07-18,2024-07-24,48,18
Cookies,Snacks,31,2024-07-17,2024-11-14,0,7
Bread,Bakery,22,2024-07-11,2024-07-14,25,12
Tomato,Vegetables,16,2024-07-22,2024-08-04,38,8
Yogurt,Dairy,67,2024-07-23,2024-08-04,10,33
Fish,Seafood,32,2024-07-11,2024-07-15,32,17
Spinach,Vegetables,84,2024-07-14,2024-07-22,16,32
Milk,Dairy,56,2024-07-12,2024-07-22,29,14
Bread,Bakery,47,2024-07-19,2024-07-22,25,19
Cookies,Snacks,22,2024-07-14,2024-11-11,0,9
Cookies,Snacks,55,2024-07-17,2024-11-14,0,5
Beef,Meat,27,2024-07-18,2024-07-25,34,15
Carrot,Vegetables,84,2024-07-13,2024-07-23,25,33
Potato,Vegetables,79,2024-07-23,2024-07-31,46,10
Spinach,Vegetables,11,2024-07-15,2024-07-23,16,10
Bread,Bakery,85,2024-07-14,2024-07-17,25,39
Banana,Fruits,58,2024-07-19,2024-07-26,16,38
Chips,Snacks,27,2024-07-21,2024-12-18,14,0
Butter,Dairy,68,2024-07-10,2024-08-09,28,20
Chips,Snacks,18,2024-07-18,2024-12-15,14,0
Butter,Dairy,91,2024-07-15,2024-08-14,28,20
Fish,Seafood,10,2024-07-22,2024-07-26,32,12
Bread,Bakery,17,2024-07-21,2024-07-24,25,10
Chips,Snacks,40,2024-07-20,2024-12-17,14,9
Milk,Dairy,52,2024-07-23,2024-08-02,29,5
Soda,Beverages,77,2024-07-10,2024-10-08,18,8
Milk,Dairy,43,2024-07-19,2024-07-29,29,16
Yogurt,Dairy,88,2024-07-10,2024-07-22,10,30
Spinach,Vegetables,85,2024-07-23,2024-07-31,16,36
Beef,Meat,80,2024-07-14,2024-07-21,34,45
Apple,Fruits,46,2024-07-18,2024-08-02,18,24
Apple,Fruits,82,2024-07-17,2024-08-01,18,34
Yogurt,Dairy,80,2024-07-12,2024-07-24,10,31
Juice,Beverages,67,2024-07-15,2024-09-13,3,5
Yogurt,Dairy,95,2024-07-11,2024-07-23,10,49
Cookies,Snacks,71,2024-07-20,2024-11-17,0,1
Banana,Fruits,24,2024-07-12,2024-07-19,16,11
Banana,Fruits,11,2024-07-13,2024-07-20,16,10
Tomato,Vegetables,23,2024-07-16,2024-07-29,38,11
Tomato,Vegetables,17,2024-07-15,2024-07-28,38,19
Bread,Bakery,18,2024-07-20,2024-07-23,25,17
Carrot,Vegetables,82,2024-07-23,2024-08-02,25,34
Tomato,Vegetables,22,2024-07-18,2024-07-31,38,18
Banana,Fruits,13,2024-07-12,2024-07-19,16,16
Spinach,Vegetables,57,2024-07-23,2024-07-31,16,44
Butter,Dairy,75,2024-07-23,2024-08-22,28,31
Soda,Beverages,16,2024-07-16,2024-10-14,18,0
Spinach,Vegetables,98,2024-07-11,2024-07-19,16,46
Apple,Fruits,12,2024-07-22,2024-08-06,18,6
Tomato,Vegetables,17,2024-07-18,2024-07-31,38,18
Bread,Bakery,12,2024-07-22,2024-07-25,25,19
Beef,Meat,38,2024-07-13,2024-07-20,34,10
Milk,Dairy,90,2024-07-10,2024-07-20,29,34
Tomato,Vegetables,33,2024-07-15,2024-07-28,38,19
Potato,Vegetables,43,2024-07-14,2024-07-22,46,12
Apple,Fruits,49,2024-07-14,2024-07-29,18,44
Beef,Meat,52,2024-07-11,2024-07-18,34,17
Broccoli,Vegetables,19,2024-07-15,2024-07-27,31,19
Cookies,Snacks,36,2024-07-21,2024-11-18,0,4
Apple,Fruits,29,2024-07-23,2024-08-07,18,6
Milk,Dairy,58,2024-07-18,2024-07-28,29,13
Beef,Meat,76,2024-07-23,2024-07-30,34,37
Shrimp,Seafood,53,2024-07-23,2024-07-29,48,14
Chicken,Meat,14,2024-07-23,2024-07-28,39,14
Tomato,Vegetables,64,2024-07-23,2024-08-05,38,9
Yogurt,Dairy,96,2024-07-19,2024-07-31,10,31
Apple,Fruits,30,2024-07-20,2024-08-04,18,10
Spinach,Vegetables,36,2024-07-11,2024-07-19,16,37
Juice,Beverages,89,2024-07-18,2024-09-16,3,8
Apple,Fruits,40,2024-07-15,2024-07-30,18,49
Yogurt,Dairy,64,2024-07-21,2024-08-02,10,33
Fish,Seafood,12,2024-07-11,2024-07-15,32,16
Carrot,Vegetables,20,2024-07-23,2024-08-02,25,6
Orange,Fruits,76,2024-07-11,2024-07-31,42,13
Soda,Beverages,87,2024-07-14,2024-10-12,18,7
Cookies,Snacks,13,2024-07-11,2024-11-08,0,3
Spinach,Vegetables,11,2024-07-18,2024-07-26,16,11
Milk,Dairy,40,2024-07-22,2024-08-01,29,18
Fish,Seafood,61,2024-07-22,2024-07-26,32,17
Orange,Fruits,74,2024-07-15,2024-08-04,42,5
Apple,Fruits,46,2024-07-20,2024-08-04,18,24
Tomato,Vegetables,92,2024-07-18,2024-07-31,38,35
Beef,Meat,65,2024-07-11,2024-07-18,34,15
Apple,Fruits,36,2024-07-14,2024-07-29,18,15
Butter,Dairy,37,2024-07-23,2024-08-22,28,14
Banana,Fruits,53,2024-07-14,2024-07-21,16,31
Butter,Dairy,29,2024-07-23,2024-08-22,28,8
Cookies,Snacks,87,2024-07-20,2024-11-17,0,8
Chips,Snacks,80,2024-07-23,2024-12-20,14,5
Yogurt,Dairy,13,2024-07-20,2024-08-01,10,11
Soda,Beverages,71,2024-07-18,2024-10-16,18,3
Tomato,Vegetables,71,2024-07-17,2024-07-30,38,10
Soda,Beverages,93,2024-07-19,2024-10-17,18,0
Orange,Fruits,88,2024-07-20,2024-08-09,42,31
Chips,Snacks,45,2024-07-23,2024-12-20,14,7
Orange,Fruits,84,2024-07-15,2024-08-04,42,7
Fish,Seafood,31,2024-07-22,2024-07-26,32,15
Cookies,Snacks,56,2024-07-23,2024-11-20,0,2
Spinach,Vegetables,52,2024-07-21,2024-07-29,16,38
Bread,Bakery,12,2024-07-13,2024-07-16,25,10
Cookies,Snacks,16,2024-07-23,2024-11-20,0,0
Tomato,Vegetables,50,2024-07-12,2024-07-25,38,12
Orange,Fruits,95,2024-07-11,2024-07-31,42,45
Orange,Fruits,99,2024-07-14,2024-08-03,42,28
Banana,Fruits,83,2024-07-14,2024-07-21,16,37
Spinach,Vegetables,94,2024-07-14,2024-07-22,16,42
Butter,Dairy,17,2024-07-22,2024-08-21,28,8
Soda,Beverages,42,2024-07-14,2024-10-12,18,6
Juice,Beverages,98,2024-07-22,2024-09-20,3,8
Soda,Beverages,34,2024-07-23,2024-10-21,18,0
Orange,Fruits,89,2024-07-20,2024-08-09,42,28
Milk,Dairy,49,2024-07-17,2024-07-27,29,17
Apple,Fruits,65,2024-07-18,2024-08-02,18,22
Broccoli,Vegetables,82,2024-07-14,2024-07-26,31,35
Bread,Bakery,47,2024-07-11,2024-07-14,25,19
Fish,Seafood,50,2024-07-13,2024-07-17,32,11
Shrimp,Seafood,11,2024-07-20,2024-07-26,48,17
Banana,Fruits,70,2024-07-19,2024-07-26,16,49
Juice,Beverages,68,2024-07-14,2024-09-12,3,7
Spinach,Vegetables,72,2024-07-23,2024-07-31,16,46
Chicken,Meat,36,2024-07-16,2024-07-21,39,16
Carrot,Vegetables,32,2024-07-15,2024-07-25,25,10
Fish,Seafood,29,2024-07-18,2024-07-22,32,14
Yogurt,Dairy,31,2024-07-20,2024-08-01,10,46
Chicken,Meat,84,2024-07-21,2024-07-26,39,30
Cookies,Snacks,34,2024-07-10,2024-11-07,0,3
Carrot,Vegetables,24,2024-07-16,2024-07-26,25,13
Potato,Vegetables,35,2024-07-12,2024-07-20,46,13
Juice,Beverages,29,2024-07-15,2024-09-13,3,3
Beef,Meat,45,2024-07-15,2024-07-22,34,10
Shrimp,Seafood,13,2024-07-20,2024-07-26,48,18
Milk,Dairy,29,2024-07-23,2024-08-02,29,7
Broccoli,Vegetables,62,2024-07-20,2024-08-01,31,10
Butter,Dairy,79,2024-07-18,2024-08-17,28,29
Fish,Seafood,46,2024-07-13,2024-07-17,32,19
Spinach,Vegetables,71,2024-07-13,2024-07-21,16,32
Milk,Dairy,42,2024-07-15,2024-07-25,29,15
Milk,Dairy,53,2024-07-23,2024-08-02,29,10
Beef,Meat,86,2024-07-21,2024-07-28,34,44
Butter,Dairy,67,2024-07-13,2024-08-12,28,29
Apple,Fruits,58,2024-07-18,2024-08-02,18,29
Milk,Dairy,51,2024-07-23,2024-08-02,29,10
Carrot,Vegetables,78,2024-07-17,2024-07-27,25,39
Beef,Meat,85,2024-07-17,2024-07-24,34,31
Beef,Meat,12,2024-07-13,2024-07-20,34,18
Butter,Dairy,63,2024-07-22,2024-08-21,28,32
Potato,Vegetables,35,2024-07-11,2024-07-19,46,15
Yogurt,Dairy,46,2024-07-23,2024-08-04,10,23
Carrot,Vegetables,43,2024-07-16,2024-07-26,25,19
Milk,Dairy,69,2024-07-13,2024-07-23,29,37
Shrimp,Seafood,83,2024-07-15,2024-07-21,48,15
Bread,Bakery,81,2024-07-21,2024-07-24,25,37
Potato,Vegetables,99,2024-07-12,2024-07-20,46,44
Broccoli,Vegetables,68,2024-07-15,2024-07-27,31,41
Broccoli,Vegetables,81,2024-07-17,2024-07-29,31,45
Carrot,Vegetables,82,2024-07-15,2024-07-25,25,34
Potato,Vegetables,39,2024-07-17,2024-07-25,46,10
Juice,Beverages,93,2024-07-18,2024-09-16,3,0
Spinach,Vegetables,65,2024-07-22,2024-07-30,16,48
Bread,Bakery,92,2024-07-21,2024-07-24,25,40
Carrot,Vegetables,24,2024-07-23,2024-08-02,25,12
Banana,Fruits,19,2024-07-14,2024-07-21,16,10
Broccoli,Vegetables,55,2024-07-19,2024-07-31,31,14
Shrimp,Seafood,40,2024-07-20,2024-07-26,48,16
